HOOD_ID,join,Assault_2014,Auto Theft_2014,Bike Theft_2014,Break and Enter_2014,Homicide_2014,Robbery_2014,Shooting (Non-Fatal)_2014,Theft From Motor Vehicle_2014,Theft Over_2014,Assault_2015,Auto Theft_2015,Bike Theft_2015,Break and Enter_2015,Homicide_2015,Robbery_2015,Shooting (Non-Fatal)_2015,Theft From Motor Vehicle_2015,Theft Over_2015,Assault_2016,Auto Theft_2016,Bike Theft_2016,Break and Enter_2016,Homicide_2016,Robbery_2016,Shooting (Non-Fatal)_2016,Theft From Motor Vehicle_2016,Theft Over_2016,Assault_2017,Auto Theft_2017,Bike Theft_2017,Break and Enter_2017,Homicide_2017,Robbery_2017,Shooting (Non-Fatal)_2017,Theft From Motor Vehicle_2017,Theft Over_2017,Assault_2018,Auto Theft_2018,Bike Theft_2018,Break and Enter_2018,Homicide_2018,Robbery_2018,Shooting (Non-Fatal)_2018,Theft From Motor Vehicle_2018,Theft Over_2018,Assault_2019,Auto Theft_2019,Bike Theft_2019,Break and Enter_2019,Homicide_2019,Robbery_2019,Shooting (Non-Fatal)_2019,Theft From Motor Vehicle_2019,Theft Over_2019,Assault_2020,Auto Theft_2020,Bike Theft_2020,Break and Enter_2020,Homicide_2020,Robbery_2020,Shooting (Non-Fatal)_2020,Theft From Motor Vehicle_2020,Theft Over_2020,Assault_2021,Auto Theft_2021,Bike Theft_2021,Break and Enter_2021,Homicide_2021,Robbery_2021,Shooting (Non-Fatal)_2021,Theft From Motor Vehicle_2021,Theft Over_2021,Assault_2022,Auto Theft_2022,Bike Theft_2022,Break and Enter_2022,Homicide_2022,Robbery_2022,Shooting (Non-Fatal)_2022,Theft From Motor Vehicle_2022,Theft Over_2022,Assault_2023,Auto Theft_2023,Bike Theft_2023,Break and Enter_2023,Homicide_2023,Robbery_2023,Shooting (Non-Fatal)_2023,Theft From Motor Vehicle_2023,Theft Over_2023,Assault_2024,Auto Theft_2024,Bike Theft_2024,Break and Enter_2024,Homicide_2024,Robbery_2024,Shooting (Non-Fatal)_2024,Theft From Motor Vehicle_2024,Theft Over_2024
43,43,97,24,3,33,0,9,1,40,4,94,10,3,47,0,14,0,35,4,104,22,1,20,1,12,2,34,4,70,10,2,35,0,15,0,36,6,84,10,4,29,0,12,1,47,5,99,15,1,52,0,15,3,36,2,82,19,1,28,0,8,2,42,4,82,36,3,18,0,5,1,55,5,116,36,3,32,0,8,3,55,4,94,59,3,24,0,17,3,48,12,14,25,0,8,0,0,0,6,2
44,44,146,8,13,50,1,28,5,123,10,155,8,11,21,0,20,5,20,3,166,5,4,14,0,24,8,46,3,142,12,6,12,0,20,5,20,3,162,8,2,16,0,16,6,25,1,153,11,7,17,0,13,9,20,3,135,18,4,13,0,6,14,32,6,157,24,5,12,1,4,7,43,2,136,20,4,24,0,15,1,31,2,171,44,6,27,0,13,4,56,5,37,13,1,8,0,2,0,32,4
46,46,30,11,1,15,0,4,0,25,3,39,5,0,15,0,13,1,42,5,42,6,2,31,0,9,1,9,2,33,15,2,11,0,5,0,18,4,32,13,1,28,0,9,1,25,4,30,18,3,9,0,14,0,40,2,39,28,9,15,0,8,0,47,4,35,11,9,17,0,9,0,64,5,27,26,1,16,0,14,0,47,3,48,46,10,15,0,12,0,34,3,9,5,2,4,0,3,0,6,0
47,47,137,54,7,83,2,52,1,80,9,157,28,9,51,0,35,2,103,5,158,33,4,67,0,27,1,56,8,153,30,6,37,0,21,1,40,13,143,28,15,60,0,38,2,57,17,175,27,8,39,0,37,3,71,11,117,40,7,31,2,29,0,63,12,147,40,17,34,0,18,3,68,12,131,73,4,32,0,30,4,86,10,177,169,7,48,2,32,4,113,15,36,36,0,20,0,16,0,15,4
48,48,45,16,3,28,0,11,1,17,3,30,10,3,44,0,6,0,40,4,26,17,1,28,0,7,0,20,1,29,17,5,27,0,24,0,13,1,56,23,2,39,0,15,1,27,3,37,22,6,24,1,15,1,41,5,30,20,0,14,0,13,0,23,2,25,38,4,19,1,9,0,46,4,23,10,0,28,0,11,1,32,2,41,50,2,35,0,11,1,30,5,12,6,0,8,0,15,0,5,0
49,49,36,6,2,22,0,5,0,22,3,43,7,3,34,0,1,0,11,1,38,18,1,31,0,0,2,14,3,29,20,2,38,0,3,0,7,2,41,7,1,30,0,4,3,30,2,43,22,3,21,1,6,2,20,3,32,15,3,34,0,1,1,27,3,25,24,1,10,0,2,0,24,3,35,14,0,9,0,2,0,19,1,58,27,3,26,0,6,0,33,1,10,9,0,12,0,2,0,2,2
5,5,47,8,1,10,0,15,2,36,2,58,20,4,17,0,10,4,25,0,72,17,2,12,0,23,4,23,0,68,13,3,12,2,27,5,23,2,70,37,2,7,0,14,4,19,1,79,30,1,10,1,17,9,31,5,51,51,2,13,0,8,0,37,2,65,56,0,19,0,7,7,26,3,71,63,3,12,1,7,6,36,0,76,45,5,16,0,15,0,51,4,22,17,2,8,0,3,2,6,0
50,50,106,40,9,44,0,11,0,38,5,104,13,12,48,1,8,0,41,9,127,32,22,49,1,13,1,35,7,111,19,14,65,0,29,0,45,14,114,26,12,67,1,16,0,47,9,122,43,15,62,0,13,0,69,11,122,51,12,47,0,16,1,59,11,173,71,8,32,0,16,1,55,8,200,131,12,47,0,24,3,61,11,156,155,14,41,1,23,2,70,19,41,28,2,10,0,9,0,14,3
52,52,87,26,8,46,0,3,0,84,9,105,16,10,36,0,5,1,25,9,81,15,28,38,0,11,0,42,5,66,22,11,42,0,9,0,26,9,71,9,15,55,1,7,0,28,7,74,41,9,40,0,15,1,50,11,66,31,46,32,1,13,1,52,12,69,50,10,31,0,4,4,44,9,113,65,9,31,0,10,4,67,7,134,109,16,75,0,9,2,99,17,34,19,0,19,0,15,0,7,1
53,53,58,12,4,40,0,9,0,59,5,64,13,2,29,1,3,3,34,5,76,9,1,12,0,9,0,46,3,79,16,4,28,1,12,1,23,9,77,15,1,24,1,9,1,25,5,87,24,5,38,0,5,4,82,14,81,19,9,36,0,8,3,33,6,82,35,18,24,0,7,0,102,4,96,32,8,35,0,7,1,78,10,96,65,7,27,1,11,0,81,10,24,11,1,6,0,1,0,5,2
54,54,168,19,8,57,1,23,6,38,11,172,10,7,29,0,12,3,82,7,128,5,5,34,1,29,4,79,6,133,10,8,36,2,15,5,28,4,139,19,8,29,0,5,6,76,7,142,24,4,58,0,15,5,45,7,124,21,6,29,0,13,3,63,7,128,34,5,44,1,14,4,55,1,144,36,8,47,0,6,3,27,8,135,47,8,45,0,3,0,31,7,37,18,0,4,0,1,1,5,0
55,55,90,14,10,32,3,16,1,23,6,107,12,6,26,1,10,1,17,5,92,4,26,28,1,15,1,30,10,95,11,10,19,4,9,1,22,10,97,11,3,27,0,4,3,30,3,127,13,8,36,0,14,8,22,4,93,20,19,35,2,7,7,23,3,137,16,17,36,0,14,3,39,1,106,35,17,52,0,18,3,55,10,118,52,10,52,0,10,4,33,6,40,13,0,21,0,3,0,8,1
56,56,40,9,22,42,0,7,0,63,10,38,14,23,37,1,12,0,32,5,34,4,24,31,0,9,0,20,5,41,3,18,31,0,14,0,46,6,36,41,23,37,0,8,0,30,3,34,33,24,43,0,3,1,46,6,36,42,42,43,0,6,0,44,8,43,89,21,37,0,5,1,39,4,31,83,11,44,0,6,1,60,1,47,116,14,61,0,8,0,53,11,7,25,1,10,0,1,0,8,0
57,57,66,2,6,13,0,12,0,15,0,57,5,9,20,0,6,0,30,1,67,7,13,21,0,14,1,19,3,66,7,11,26,1,8,2,13,1,62,7,2,12,1,13,0,20,1,83,3,12,29,0,11,0,29,3,60,7,34,23,0,4,0,27,7,55,11,10,17,1,11,1,27,1,75,14,25,21,1,2,1,33,2,94,16,12,19,0,4,0,27,2,17,3,0,4,0,1,0,8,1
58,58,30,1,4,14,0,13,0,31,1,43,5,2,11,0,4,1,28,3,22,6,0,22,1,6,0,15,1,29,0,5,13,0,1,0,16,2,34,9,2,21,1,2,1,17,1,26,4,0,11,0,5,0,32,1,18,7,6,13,0,4,1,20,0,19,17,4,5,0,3,0,15,1,37,21,5,15,0,2,2,19,1,29,31,4,7,0,5,1,18,0,3,5,0,1,0,0,0,3,0
59,59,65,7,5,31,0,3,0,58,2,66,8,4,19,0,9,0,61,3,49,10,19,39,0,5,0,42,4,74,8,5,27,0,10,1,22,0,98,13,9,15,0,8,1,32,4,88,9,11,16,0,9,1,76,3,58,15,22,33,1,8,0,64,7,67,18,22,20,0,9,1,49,4,76,48,12,27,0,7,0,46,3,103,51,2,13,0,4,1,49,6,17,17,0,4,0,2,0,3,1
6,6,92,54,0,30,2,18,2,102,5,117,45,6,32,1,32,5,50,3,127,42,2,32,2,25,13,48,5,106,35,4,35,2,13,8,44,6,95,51,6,39,2,17,2,51,3,97,39,4,26,0,13,3,38,3,96,58,5,13,0,5,2,67,3,103,80,3,15,1,9,6,90,10,135,121,5,14,0,10,1,63,7,136,107,1,39,0,24,2,87,7,29,30,1,5,0,2,1,18,1
60,60,60,2,5,47,0,9,0,50,4,43,5,3,25,1,6,0,37,3,52,4,10,18,0,10,1,38,5,45,1,8,10,1,9,1,16,2,62,2,6,21,0,9,1,38,1,56,5,9,17,1,4,0,37,7,43,6,11,13,0,13,0,45,3,54,10,4,15,0,5,0,34,5,52,23,4,10,0,8,0,16,1,49,15,7,12,1,1,0,13,4,11,3,0,0,0,1,1,4,0
61,61,129,16,11,32,0,35,2,40,2,118,9,9,74,1,37,0,59,1,109,9,11,44,1,17,1,36,5,123,3,8,21,1,22,2,36,0,141,10,15,39,0,23,1,30,5,125,11,6,65,1,19,1,53,4,128,12,14,25,0,33,4,53,7,118,17,14,13,0,10,1,53,9,132,21,11,24,1,9,1,67,5,143,35,15,23,1,17,1,31,2,34,8,2,3,0,1,0,4,0
62,62,174,21,42,81,3,33,0,76,5,186,13,45,86,0,34,0,110,8,164,23,55,75,0,39,2,75,12,178,26,37,65,0,40,2,63,9,178,30,50,75,1,31,2,99,5,175,21,31,64,0,28,2,63,9,137,27,51,63,0,22,2,110,7,171,37,40,70,2,23,0,79,8,220,42,47,67,0,23,2,76,11,194,51,30,43,2,17,0,63,7,45,10,2,17,0,8,0,13,2
63,63,98,7,55,51,0,21,0,77,9,119,24,20,50,0,13,0,104,7,103,8,98,86,0,21,0,61,5,123,13,26,36,0,52,0,60,8,116,33,37,50,0,20,0,97,7,90,20,37,63,0,16,2,59,9,107,24,52,65,0,5,0,66,8,108,31,22,48,0,24,0,45,7,134,58,21,56,0,21,0,48,11,123,66,21,41,1,19,0,50,16,34,18,0,12,0,3,0,10,0
64,64,87,7,9,35,0,14,0,45,3,81,11,16,33,3,20,1,46,3,87,6,26,53,0,6,1,31,6,84,7,22,38,0,28,0,44,5,104,16,22,28,0,31,0,93,9,115,13,28,39,0,14,2,71,2,61,20,35,43,1,21,0,62,6,79,15,31,37,1,9,0,37,2,117,17,13,29,1,7,0,25,6,107,28,10,21,1,7,1,34,4,12,11,2,7,0,2,0,4,0
65,65,135,22,14,55,3,16,1,56,3,170,17,24,44,1,18,1,66,9,121,16,44,74,1,19,1,65,9,93,13,27,38,0,27,1,40,7,141,18,26,52,1,29,0,58,5,142,31,40,59,0,17,5,96,10,134,26,56,50,1,24,2,89,6,108,27,60,52,0,14,3,60,6,139,30,40,56,1,41,1,43,6,146,39,17,41,0,10,2,36,5,31,10,4,5,0,1,1,8,1
66,66,55,7,7,28,0,10,0,27,2,63,3,10,24,0,15,0,47,2,44,3,16,21,0,13,0,9,1,57,4,8,11,1,12,0,13,1,59,5,18,10,0,15,0,21,2,42,5,25,19,0,13,1,56,2,45,5,35,20,0,2,0,50,2,67,12,55,30,0,6,0,48,3,67,21,25,31,0,11,1,38,2,89,18,10,10,0,16,0,25,3,21,8,0,2,0,5,0,7,0
67,67,37,2,10,24,0,9,0,16,0,26,4,6,27,0,5,0,11,2,45,5,13,19,0,6,0,4,1,45,3,15,10,0,3,2,19,1,33,9,8,11,0,4,0,16,1,58,7,9,22,0,7,1,54,4,43,5,29,22,0,5,0,26,4,31,5,23,27,0,5,1,24,0,79,15,21,17,0,4,1,37,2,63,22,7,16,0,13,1,14,0,18,5,0,6,0,2,0,12,0
68,68,70,13,45,55,0,27,0,79,4,81,13,30,63,0,42,0,56,2,79,7,36,53,1,38,2,60,6,93,11,27,37,1,28,1,42,6,88,14,58,43,2,24,1,31,6,102,29,38,63,0,21,2,71,9,61,15,41,67,0,10,1,47,5,91,20,27,48,0,16,1,40,1,106,38,29,43,0,23,0,35,4,114,38,19,40,1,21,3,32,3,16,6,2,2,0,14,0,9,1
69,69,66,2,7,17,0,9,1,24,1,55,5,11,28,0,12,1,18,1,58,6,11,23,1,12,4,16,0,50,6,13,22,0,14,1,14,2,55,9,6,24,1,14,1,12,1,65,4,15,18,0,8,2,18,2,51,5,16,22,0,3,2,25,4,39,4,13,22,0,7,1,11,1,52,5,2,17,1,10,2,11,1,64,4,11,27,1,4,3,17,4,10,1,1,2,1,3,0,6,1
7,7,83,51,2,50,0,19,2,122,5,78,42,10,38,1,15,2,58,3,106,51,2,35,0,50,4,58,6,99,44,3,43,0,20,3,40,4,80,56,3,60,2,17,5,68,3,94,42,2,39,1,36,5,38,4,93,67,1,18,0,17,6,43,5,55,62,7,22,2,6,1,61,4,98,105,5,29,0,14,4,63,6,116,107,3,28,0,15,4,64,4,24,26,0,10,0,3,0,28,4
70,70,207,17,66,83,1,58,2,198,16,197,23,94,94,0,42,0,141,16,219,27,120,135,3,46,4,140,23,233,38,115,85,5,66,6,114,25,296,35,132,92,2,32,4,155,27,248,32,73,125,0,38,6,144,18,214,36,105,137,0,43,3,125,23,226,45,90,123,3,31,1,120,17,301,71,50,101,1,41,6,69,21,330,77,83,92,1,43,2,82,22,66,21,8,24,0,5,0,15,5
71,71,149,16,67,109,4,22,0,93,6,180,8,77,79,2,30,0,135,6,199,9,71,85,0,28,0,135,11,171,13,55,65,0,49,1,117,8,197,24,89,66,0,46,3,136,13,265,23,68,135,0,35,2,99,9,238,26,43,93,1,31,3,70,5,269,11,43,79,1,25,3,54,6,224,29,45,78,0,35,2,66,9,234,21,37,63,0,28,1,57,8,46,3,4,15,0,3,0,8,2
72,72,118,12,26,32,1,21,5,53,7,117,13,30,32,0,18,5,68,3,125,6,38,22,0,21,7,45,1,127,10,41,31,4,21,5,45,3,147,10,44,24,2,31,10,61,3,186,23,47,74,0,18,5,59,7,150,8,34,32,1,14,5,40,6,167,10,14,39,1,16,1,23,5,131,11,17,21,0,11,4,27,5,158,16,26,39,0,22,1,35,7,44,4,4,6,2,6,1,3,0
73,73,358,25,109,171,1,127,2,198,11,391,24,117,120,2,138,3,181,14,467,18,137,144,4,123,5,155,16,484,23,153,145,3,108,4,195,17,569,48,144,165,4,171,6,256,39,657,49,120,250,4,143,2,233,21,793,38,123,210,2,138,4,183,18,641,49,101,161,1,91,3,132,18,536,51,94,140,3,69,8,88,21,634,36,107,162,7,58,2,108,33,134,12,13,25,0,25,1,19,3
74,74,82,14,50,46,0,28,1,65,4,97,8,53,48,0,20,0,67,2,111,14,62,29,0,17,2,135,9,103,10,75,43,0,24,1,45,8,109,4,32,51,0,18,4,52,6,150,18,58,60,0,20,2,64,11,147,22,55,48,0,28,0,58,5,158,17,33,39,0,15,0,30,4,150,10,41,31,1,15,1,52,2,193,12,32,39,0,17,1,48,10,44,4,2,14,0,5,0,10,2
78,78,339,25,92,110,0,77,3,530,20,386,28,117,106,1,54,3,495,38,385,32,143,78,5,76,6,530,14,415,31,161,111,1,80,9,433,24,433,23,139,247,1,71,4,273,27,386,46,119,291,0,46,4,340,36,389,56,103,177,1,45,6,180,26,346,27,120,94,2,24,6,85,20,368,38,88,101,1,43,4,96,22,450,48,133,149,1,39,2,101,22,97,6,12,38,0,17,1,67,17
79,79,142,8,122,83,0,47,0,83,7,148,7,105,64,0,28,0,80,11,142,15,130,53,0,28,0,55,6,152,6,141,75,0,32,1,110,8,142,9,146,75,0,24,0,79,18,124,14,82,79,1,13,1,62,9,93,7,78,68,0,11,0,74,9,141,9,68,47,0,18,1,27,7,150,11,121,54,0,20,1,50,13,160,8,54,48,0,26,0,43,16,54,4,9,24,0,2,0,12,0
8,8,28,31,4,21,1,15,0,72,2,39,28,3,28,0,9,5,56,4,38,21,3,33,1,17,6,29,4,51,30,4,38,1,5,2,23,7,41,18,5,34,2,7,1,40,4,54,24,1,32,0,10,7,17,7,39,34,1,14,0,3,1,39,3,40,26,4,22,2,1,4,33,7,36,47,4,11,1,11,0,29,4,61,35,2,18,0,9,4,27,2,8,11,0,9,0,1,2,5,0
80,80,76,16,42,65,1,38,0,40,5,73,13,50,36,0,22,0,102,1,94,9,42,33,0,35,1,46,6,113,15,54,38,0,34,0,92,7,129,20,62,55,0,35,0,82,10,155,11,43,76,0,20,0,71,10,85,13,72,50,1,17,0,65,4,97,13,32,20,1,26,2,25,1,108,20,31,43,0,19,0,34,6,123,14,37,37,2,34,1,28,9,25,6,5,12,0,6,2,4,1
81,81,132,13,45,56,0,25,0,92,12,115,19,58,67,0,15,3,77,5,154,24,78,52,1,16,2,71,4,123,23,76,67,0,25,2,77,7,111,21,61,65,0,14,1,68,10,115,25,76,99,0,21,1,59,4,91,19,86,86,1,15,1,29,7,134,18,35,51,0,17,1,24,7,145,31,38,63,1,25,1,34,8,146,25,42,64,0,15,1,41,6,38,7,4,15,0,0,0,13,3
83,83,96,12,25,31,0,39,0,51,9,98,9,41,40,0,31,0,32,4,113,6,38,30,0,27,2,33,4,124,10,49,25,0,22,3,36,4,138,14,32,42,0,35,2,52,11,112,7,37,50,1,35,0,58,8,109,21,38,58,1,24,3,68,6,101,15,27,37,0,4,2,20,2,111,13,34,33,0,21,3,28,7,164,18,66,42,0,36,1,42,9,56,5,5,14,1,6,0,6,3
84,84,75,9,38,40,1,11,0,26,4,68,11,37,37,2,11,0,32,2,93,14,43,41,2,9,0,29,3,89,18,76,36,0,10,0,44,2,75,14,50,63,1,10,0,29,11,77,10,60,67,0,8,0,36,6,76,26,56,53,0,10,0,39,6,77,9,40,45,0,9,1,26,8,86,26,25,30,0,13,0,31,5,111,23,15,32,0,12,0,43,10,25,6,5,10,0,4,0,5,4
85,85,205,13,31,54,0,24,0,73,6,258,24,36,58,0,41,1,46,3,246,29,35,77,1,43,6,46,12,264,26,51,72,0,37,7,89,8,242,28,51,91,0,49,6,49,11,275,26,78,96,1,39,3,52,23,284,17,54,98,0,29,4,47,12,300,17,34,79,0,22,5,56,12,303,36,31,72,1,12,2,61,12,358,50,41,77,0,35,1,36,20,75,16,5,10,1,4,0,7,5
86,86,82,12,29,35,0,24,0,19,1,96,4,34,38,0,18,1,36,3,114,9,27,33,0,29,4,33,3,95,11,66,39,0,20,5,52,12,74,12,64,72,2,21,2,53,3,106,10,47,79,1,25,3,42,9,91,14,45,59,0,12,1,42,3,63,19,22,55,0,13,2,37,6,77,21,16,37,0,11,0,38,6,97,20,13,44,0,10,1,35,3,17,7,4,16,0,0,0,14,3
87,87,86,20,26,44,0,28,0,54,7,126,18,33,61,0,48,0,64,4,109,13,61,42,0,27,4,50,5,108,15,54,48,0,33,3,54,10,92,23,61,52,0,17,2,29,3,103,30,46,77,1,37,2,64,17,74,42,34,56,0,17,2,68,8,88,26,39,34,0,12,2,27,5,114,83,27,74,1,18,2,43,6,116,64,25,63,1,17,2,37,10,33,7,0,20,0,6,3,18,5
88,88,74,12,25,18,1,13,0,40,7,86,17,28,66,0,24,0,24,1,84,6,40,26,0,25,0,21,1,95,10,51,52,0,28,0,39,3,107,23,38,68,0,16,0,29,5,77,30,42,52,0,5,0,42,3,86,20,46,31,0,14,0,35,3,89,24,23,32,0,8,0,30,4,132,37,27,22,1,14,0,53,6,156,43,25,48,1,21,0,23,3,30,9,4,9,0,5,0,7,1
89,89,26,13,13,21,0,11,0,31,0,42,10,17,17,0,10,1,25,1,29,8,15,17,0,9,0,17,1,32,19,18,17,0,13,0,21,0,28,24,5,20,0,13,0,18,2,43,27,8,16,0,12,1,30,2,42,17,8,22,0,5,0,16,1,31,23,6,9,0,2,0,21,4,51,32,2,13,1,5,1,18,0,51,35,12,24,0,13,0,17,5,9,6,1,9,0,1,0,1,0
9,9,30,24,3,43,0,17,0,81,3,18,23,11,33,0,6,0,67,5,26,24,1,47,0,2,2,39,1,25,14,5,46,0,6,0,36,3,22,18,1,44,0,6,0,22,6,20,23,3,49,0,4,2,28,7,25,30,5,20,0,9,1,28,2,28,26,4,12,0,0,2,22,1,24,59,1,24,0,3,2,27,5,44,112,0,68,0,12,2,21,6,20,16,0,18,0,2,0,4,1
90,90,95,24,27,34,1,16,0,32,6,102,23,18,27,0,16,1,39,2,109,20,26,33,0,12,0,27,2,85,22,19,42,0,15,0,46,8,125,34,26,54,0,28,0,62,7,98,28,21,45,0,14,2,47,9,103,34,20,45,0,12,0,46,5,108,22,15,44,0,11,0,29,7,106,40,9,57,0,26,0,36,11,130,46,14,62,0,18,1,36,10,32,16,8,27,0,3,0,9,4
91,91,94,23,16,27,1,11,0,23,4,99,16,13,23,1,12,1,26,5,95,18,4,17,1,16,4,20,7,85,8,6,10,0,10,2,13,1,80,14,0,24,1,27,3,26,2,111,14,10,24,1,5,3,23,3,104,17,6,32,0,4,4,36,4,87,16,2,24,0,6,4,18,1,105,29,2,15,0,11,4,16,3,109,26,7,39,0,6,4,17,4,34,5,1,8,0,2,1,2,1
92,92,72,13,10,29,0,16,0,24,2,76,10,6,18,1,16,0,33,4,68,7,8,14,0,27,1,23,2,93,12,12,29,0,33,1,23,2,99,12,7,29,0,20,0,32,5,86,17,13,39,0,30,0,38,5,78,13,15,41,1,14,3,39,5,117,22,12,28,0,2,0,24,2,106,36,8,25,0,13,2,22,3,137,37,16,40,1,33,1,30,12,26,14,3,11,0,9,0,2,3
94,94,51,6,15,34,0,16,0,19,2,70,15,35,33,0,13,1,23,3,73,19,37,30,0,10,0,33,3,56,13,16,38,0,14,0,30,6,79,22,16,32,1,19,1,46,2,73,8,23,50,1,14,2,42,0,94,27,20,43,1,15,1,33,1,53,13,11,30,0,4,1,16,1,83,34,16,26,0,3,1,27,9,86,25,13,41,0,11,6,24,2,26,7,1,9,0,3,0,5,1
95,95,164,12,86,122,0,38,0,111,18,206,15,95,89,0,35,0,162,17,216,16,109,107,0,35,5,127,18,212,26,113,97,0,43,1,133,30,197,33,110,139,2,33,2,143,44,250,22,138,175,1,36,1,136,37,228,37,128,158,0,38,0,97,24,220,35,106,120,0,36,1,62,34,272,63,58,97,0,29,1,84,39,286,73,53,120,0,44,0,82,54,66,17,12,37,0,5,0,18,12
96,96,30,4,17,31,0,9,0,23,5,44,3,21,26,0,5,0,26,4,45,5,13,30,0,3,0,22,7,36,8,18,34,0,10,0,17,8,49,18,18,28,0,8,0,22,3,58,5,18,31,0,8,0,29,2,65,22,36,44,0,5,0,34,6,46,19,21,35,0,1,1,15,5,59,29,7,24,0,10,1,25,4,51,39,9,48,0,16,0,11,7,11,1,0,18,0,5,0,5,0
97,97,22,4,12,33,0,2,0,11,2,30,3,20,16,0,0,0,8,4,30,4,14,10,0,3,0,9,7,23,0,12,18,0,2,0,6,0,26,5,17,13,0,3,0,26,3,29,6,17,25,0,1,0,24,2,19,11,24,23,0,4,0,12,4,45,13,14,29,0,5,0,17,3,39,31,18,20,0,5,0,22,0,41,43,13,32,0,2,0,19,2,6,6,0,5,0,1,0,2,0
98,98,61,11,49,99,0,12,0,91,5,84,23,72,40,0,17,1,41,11,87,11,49,62,0,21,2,44,7,81,5,42,79,0,26,0,55,8,109,30,64,74,0,16,0,70,10,95,36,74,107,0,21,0,66,19,117,50,73,111,0,17,1,50,9,119,74,58,93,1,16,0,35,10,174,115,67,78,0,18,1,46,16,145,152,50,110,0,15,0,36,17,41,12,4,26,0,2,0,6,3
99,99,45,7,9,29,0,2,0,23,3,46,6,37,18,0,6,0,23,2,27,10,27,17,0,3,0,16,3,50,12,12,26,0,8,0,32,3,51,18,24,36,0,9,0,28,9,66,18,28,60,1,12,0,49,4,55,23,52,54,0,15,0,60,5,82,40,24,37,0,10,0,27,6,82,62,12,28,0,5,1,48,6,96,58,15,21,0,11,0,25,10,15,16,2,21,0,4,0,4,5
nan,#N/A,309,57,39,30,0,128,0,108,14,226,21,24,34,0,63,0,102,14,317,38,50,45,0,125,0,118,27,395,56,50,51,0,100,0,131,26,368,54,36,46,0,137,0,154,33,498,87,31,121,0,213,0,143,29,372,57,34,74,0,84,2,115,16,374,74,36,79,0,56,0,86,30,394,134,37,66,0,106,2,112,40,259,171,7,23,1,41,0,70,17,64,19,1,6,0,6,3,11,6