artist_name,album_name,genre,label,review_date,reviewer,score
Hemlocke Springs,Going...Going...Gone! EP,Pop/R&B,AWAL,"October 6, 2023",Jaeden Pinder,7.1
Hiss Golden Messenger,Quietly Blowing It,Folk/Country,Merge,"June 30, 2021",Stephen M. Deusner,5.5
Samara Lubelski,Spectacular of Passages,Experimental / Rock,Social Registry,"January 26, 2006",Brandon Stosuy,6.5
The Mantles,Long Enough to Leave,Rock,Slumberland,"June 20, 2013",Marc Masters,7.5
Sufjan Stevens,All Delighted People EP,Folk/Country,Asthmatic Kitty,"September 7, 2010",Ian Cohen,7.6
Gregg Bendian,Interstellar Space Revisited: The Music of John Coltrane,Jazz / Experimental,Atavistic,"June 8, 1999",Brent S. Sirota,7.9
Naaahhh,Themes,Electronic,Blackest Ever Black,"January 21, 2017",Louis Pattison,6.2
Methods Body,Methods Body,Experimental,Beacon Sound / New Amsterdam,"May 30, 2020",Philip Sherburne,7.1
!!!,Louden Up Now,Rock,Touch and Go,"June 7, 2004",Nick Sylvester,7.0
John Vanderslice,Cellar Door,Rock,Barsuk,"January 20, 2004",Matt LeMay,7.9
Superfície,Hélices EP,Electronic,Salviatek,"January 10, 2017",Alexander Iadarola,7.6
Wiz Khalifa,O.N.I.F.C.,Rap,Atlantic / Rostrum,"December 13, 2012",Jordan Sargent,4.8
No artist found,Miracle Steps (Music From the Fourth World 1983-2017),Not found,Optimo Music,"April 15, 2017",Andy Beta,8.3
The Nels Cline Singers,Initiate,Experimental / Jazz,Cryptogramophone,"April 16, 2010",Joe Tangari,7.2
Mykki Blanco,Cosmic Angel: The Illuminati Prince/ss,Rap,UNO,"November 16, 2012",Carrie Battan,6.8
Karl Blau,Clothes Your I's,Folk/Country,Knw-Yr-Own,"March 30, 2003",Brandon Stosuy,8.0
Jens Lekman,An Argument With Myself,Rock,Secretly Canadian / Service,"September 22, 2011",Brian Howe,7.9
Arthur Russell,Instrumentals,Experimental,Audika,"April 1, 2017",Seth Colter Walls,8.4
Alela Diane,About Farewell,Rock,Rusted Blue,"July 18, 2013",Steven Hyden,7.3
Helena Deland,Someone New,Experimental / Folk/Country,Luminelle,"October 21, 2020",Sophie Kemp,7.9
Massive Attack,Atlas Air EP,Electronic,Virgin / The Vinyl Factory,"November 22, 2010",Jess Harvell,5.0
Midnight Sister,Painting the Roses,Rock,Jagjaguwar,"January 29, 2021",Madison Bloom,7.0
Puerto Muerto,Songs of Muerto County,Rock,Fire,"July 13, 2005",Stephen M. Deusner,7.3
Polysics,Polysics or Die!!! Vista,Electronic / Rock,MySpace,"January 2, 2008",Adam Moerder,5.0
Espers,Espers,Rock,Locust,"February 12, 2004",Hartley Goldstein,8.4
Talib Kweli,Quality,Rap,MCA / Rawkus,"December 10, 2002",No reviewer found,9.1
Nirvana,Incesticide,Rock,DGC,"July 1, 2018",Jenn Pelly,8.7
Macklemore,Ben,Rap,Bendo,"March 9, 2023",Matthew Ismael Ruiz,6.0
All Girl Summer Fun Band,Looking Into It,Rock,AGSFB Music,"September 23, 2008",No reviewer found,7.3
Greg Davis,Mutually Arising,Electronic,Kranky,"July 22, 2009",Andrew Gaerig,5.7
Pete Swanson,Punk Authority EP,Experimental / Rock,Software,"March 8, 2013",Nick Neyland,7.5
Broadcast,Tender Buttons,Electronic,Warp,"September 18, 2005",David Raposa,7.5
Leonard Cohen,The Future,Rock,Columbia,"February 26, 2023",Marc Hogan,8.8
Zannie,How Do I Get That Star,Rock,Kill Rock Stars,"August 24, 2022",Margaret Farrell,7.2
Tim Presley,The Wink,Rock,Drag City,"September 15, 2016",Laura Snapes,7.8
Justin Timberlake,Everything I Thought It Was,Pop/R&B,RCA,"March 20, 2024",Owen Myers,4.9
Little Wings,Soft Pow'r,Rock,Rad,"October 31, 2007",Jason Crock,7.1
Blonde Redhead,Masculin Féminin,Rock,Numero Group,"September 29, 2016",Stuart Berman,7.3
Rogue Wave,Delusions of Grand Fur,Experimental / Rock,Easy Sound,"April 25, 2016",Jazz Monroe,5.7
Eleventh Dream Day,Riot Now!,Rock,Thrill Jockey,"March 11, 2011",David Bevan,5.9
French Montana,Excuse My French,Rap,Interscope / Bad Boy,"June 5, 2013",Ian Cohen,3.5
Dave Gahan,Hourglass,Rock,Mute / Virgin,"October 25, 2007",Nitsuh Abebe,5.7
Prefuse 73,Surrounded By Silence,Electronic,Warp,"March 24, 2005",Rob  Mitchum,6.8
Mommy and Daddy,Fighting Style Killer Panda EP,Electronic / Rock,Kanine,"March 2, 2005",Marc Hogan,2.5
No artist found,No album name found,Rock,Not found,"March 20, 2013",Douglas Wolk,7.9
Hprizm,Magnetic Memory,Rap,Don Giovanni,"November 30, 2018",Phillip Mlynar,7.7
Nines,Crop Circle,Rap,XL,"April 28, 2018",Ciaran Thapar,7.5
Thrones,"Day Late, Dollar Short",Metal / Rock,Southern Lord,"June 14, 2005",Cory D. Byrom,5.8
Large Professor,1st Class,Rap,Matador,"November 5, 2002",No reviewer found,7.5
Sightings,Absolutes,Rock,Load,"June 23, 2003",Andrew Bryant,8.4
Rick Ross,"God Forgives, I Don't",Rap,Def Jam,"July 30, 2012",Jayson Greene,6.8
Tegan and Sara,Love You to Death,Rock,Warner Bros.,"June 8, 2016",Cameron Cook,7.1
The Citizens,Post Cro-Magnon Drift,Rock,Yellow Ball,"September 8, 2006",Joe Tangari,7.9
Caleb Giles,There Will Be Rain,Rap,Grand Closing,"February 7, 2018",Matthew Strauss,7.0
Hayes Carll,What It Is,Folk/Country,Dualtone,"February 12, 2019",Stephen M. Deusner,6.4
No artist found,Eccentric Soul: The Tragar & Note Labels,Not found,Numero Group,"August 22, 2008",Joe Tangari,8.0
Wu-Tang Clan,A Better Tomorrow,Rap,Warner Bros.,"December 3, 2014",Craig Jenkins,5.9
Com Truise,Cyanide Sisters EP,Electronic,Ghostly International,"February 9, 2011",Mark Pytlik,8.0
Pangaea,Release,Electronic,Hessle Audio,"November 8, 2012",Andrew Gaerig,7.7
Elton John,Honky Château (50th Anniversary Edition),Rock,UMe,"April 3, 2023",Olivia Lane,8.4
Shining,One One One,Jazz / Metal,Prosthetic,"June 3, 2013",Grayson Haver Currin,7.5
Spokane,Little Hours,Folk/Country,Jagjaguwar,"January 8, 2008",Brian Howe,6.0
The Mae Shi,Terrorbird,Electronic / Experimental / Rock,5 Rue Christine,"July 28, 2004",Nick Sylvester,6.5
Ativin,Interiors,Rock,Secretly Canadian,"June 4, 2002",Jason Nickey,6.0
Songs: Ohia,Hecla & Griper EP,Rock,Secretly Canadian,"May 22, 2013",Stephen M. Deusner,7.4
The Wind-Up Bird,Whips,Not found,Music Fellowship,"March 29, 2004",Rob  Mitchum,8.5
Oval,Oh EP,Electronic / Experimental,Thrill Jockey,"June 18, 2010",Mark Richardson,6.7
Neil Young,The Times EP,Rock,Reprise,"September 23, 2020",Jesse Jarnow,6.9
Drive-By Truckers,It’s Great To Be Alive!,Rock,ATO,"October 12, 2015",Jonathan Bernstein,8.0
Ryan Sambol,Gestalt,Folk/Country,Perpetual Doom,"February 5, 2021",Madison Bloom,7.7
Kylie Minogue,DISCO,Pop/R&B,BMG,"November 16, 2020",Katherine St. Asaph,5.6
Adam Green & Binki Shapiro,Adam Green & Binki Shapiro,Not found,Rounder,"January 31, 2013",Zach Kelly,6.7
Herman Dune,I Wish That I Could See You Soon EP,Not found,Everloving,"May 13, 2008",Stephen M. Deusner,7.3
Stephen Vitiello,Listening to Donald Judd,Rock,Sub Rosa,"April 20, 2007",Andy Battaglia,6.8
Lanterna,Elm Street,Rock,Badman,"January 16, 2002",Jason Nickey,6.5
King Gizzard & the Lizard Wizard,Omnium Gatherum,Rock,KGLW,"May 5, 2022",Stuart Berman,7.3
Greg Weeks,Blood Is Trouble,Folk/Country,Ba Da Bing,"January 16, 2005",Matthew Murphy,8.0
Soccer Mommy,"Sometimes, Forever",Rock,Loma Vista,"June 24, 2022",Sasha Geffen,8.0
Art Brut,Wham! Bang! Pow! Let’s Rock Out!,Rock,Alcopop!,"November 24, 2018",Evan Rytlewski,7.0
Love of Diagrams,Mosaic,Rock,Matador,"May 7, 2007",No reviewer found,7.6
Manual,Ascend,Electronic,Morr,"August 6, 2002",Paul Cooper,8.5
The Real Tuesday Weld,"I, Lucifer",Electronic / Folk/Country / Pop/R&B,Six Degrees,"April 27, 2004",Jonathan Zwickel,7.8
Magneta Lane,Gambling With God,Rock,Last Gang,"August 23, 2010",Larry Fitzmaurice,6.8
Michael Chapman,50,Folk/Country,Paradise of Bachelors,"January 14, 2017",Stephen M. Deusner,7.7
Wolfie,Tall Dark Hill,Rock,March,"October 1, 2001",Brent DiCrescenzo,2.1
claire rousay,it was always worth it,Experimental / Electronic,Longform Editions,"January 5, 2021",Jonathan Williger,7.7
Lil Durk,Remember My Name,Rap,Def Jam,"June 2, 2015",Ernest Wilkins,5.6
Éliane Radigue,Naldjorlak,Electronic / Experimental,Saltern,"May 9, 2023",Vanessa Ague,7.9
Bliss Signal,Bliss Signal,Electronic / Metal,True Panther / Profound Lore,"October 9, 2018",Grayson Haver Currin,6.9
No artist found,Total 18,Not found,Kompakt,"August 27, 2018",Philip Sherburne,6.8
Noah and the Whale,"Peaceful, the World Lays Me Down",Rock,Mercury,"October 6, 2008",Marc Hogan,2.6
Elisa Ambrogio,The Immoralist,Not found,Drag City,"November 10, 2014",Grayson Haver Currin,7.3
The Lord Dog Bird,The Lord Dog Bird,Rock,Jagjaguwar / The Lord Dog Bird,"September 3, 2008",Amy Granzin,5.0
Class Actress,Movies EP,Pop/R&B,Casablanca / Republic,"July 1, 2015",Katherine St. Asaph,6.0
Lali Puna,Faking the Books,Electronic / Rock,Morr,"April 25, 2004",Nick Sylvester,7.5
Ferenc,Fraximal,Not found,Kompakt,"July 26, 2005",Nick Sylvester,7.6
Boris,Gensho,Metal / Rock / Experimental,Relapse,"March 21, 2016",Grayson Haver Currin,5.7
Mice Parade,Mice Parade,Electronic / Rock,FatCat,"April 17, 2007",Marc Hogan,6.3
A Place to Bury Strangers,Pinned,Rock,Dead Oceans,"April 13, 2018",Sasha Geffen,5.3
The Band,Stage Fright (50th Anniversary Edition),Rock,Capitol / UMe,"February 13, 2021",Elizabeth Nelson,8.3
H.E.R.,H.E.R. Vol. 2 EP,Pop/R&B,RCA,"June 23, 2017",Briana Younger,7.8
Metric,"Old World Underground, Where Are You Now",Rock,Last Gang / Enjoy,"September 24, 2003",Rollie Pemberton,7.3
Sufjan Stevens,The Avalanche,Folk/Country,Asthmatic Kitty,"July 11, 2006",Chris Dahlen,7.2
White Lung,Deep Fantasy,Rock,Domino,"June 17, 2014",Ian Cohen,8.6
Morningbell,Through the Belly of the Sea,Rock,Orange,"May 22, 2007",Eric Harvey,4.4
Action Bronson,Blue Chips,Rap,Not found,"March 23, 2012",Jeff Weiss,8.1
No artist found,No album name found,Rock,Not found,"February 8, 2012",Paul Thompson,6.3
Sarah Davachi,Gave in Rest,Electronic,Ba Da Bing,"September 15, 2018",Philip Sherburne,7.7
Darkthrone,The Underground Resistance,Metal,Peaceville,"February 25, 2013",Grayson Haver Currin,7.4
Father John Misty,Pure Comedy,Rock,Sub Pop,"April 7, 2017",Jazz Monroe,7.6
Helena Deland,Goodnight Summerland,Experimental / Folk/Country,Chivi Chivi,"October 16, 2023",Marissa Lorusso,7.4
MEN,Talk About Body,Electronic,Iamsound,"February 1, 2011",Tom Breihan,4.1
No artist found,No album name found,Pop/R&B,Not found,"May 22, 2007",Joshua Klein,8.9
Tift Merritt,Another Country,Rock,Fantasy,"March 26, 2008",Joshua Love,5.0
Black Lipstick,"Sincerely, Black Lipstick",Rock,Peek-A-Boo,"February 28, 2005",Jason Crock,7.0
J Balvin,Colores,Rap,Universal Music Latino,"March 27, 2020",Jenzia Burgos,7.3
Joni Mitchell,Archives Volume 2: The Reprise Years (1968-1971),Rock,Reprise,"January 7, 2022",Grayson Haver Currin,8.8
Catherine Wheel,Wishville,Rock,Columbia,"May 23, 2000",Beatty & Garrett,1.7
Jaguar Love,Hologram Jams,Electronic / Rock,Fat Possum,"March 5, 2010",Eric Harvey,2.0
Cakes da Killa,Svengali,Rap,Young Art,"November 3, 2022",Dylan Green,7.8
Mr. Fingers,Cerebral Hemispheres,Electronic,Alleviated,"April 16, 2018",Philip Sherburne,7.4
Jessie J,Who You Are,Electronic / Pop/R&B,Lava / Universal Republic,"March 25, 2011",Matthew Perpetua,2.0
Tei Shi,Verde EP,Pop/R&B,Mom+Pop / Mermaid Avenue,"April 22, 2015",Minna Zhou,7.0
Junglepussy,JP5000,Rap,self-released,"February 8, 2022",Dylan Green,8.0
Sun Airway,Nocturne of Exploded Crystal Chandelier,Pop/R&B,Dead Oceans,"October 28, 2010",Ian Cohen,7.8
Tadpoles,Use with Headphones Late at Night: Best of 1990-2000,Rock,Bakery,"February 19, 2002",Joe Tangari,7.5
John Coltrane,A Love Supreme: The Complete Masters,Jazz,Verve,"November 25, 2015",Mark Richardson,10
Roy Wood$,Waking at Dawn,Pop/R&B,OVO Sound,"July 11, 2016",Jay Balfour,6.0
Daniel Avery,Slow Fade EP,Electronic,Phantasy / Mute,"February 1, 2018",Megan Buerger,7.0
No artist found,Rough Trade Shops: Singer Songwriter 1,Not found,Mute,"July 18, 2006",Matthew Murphy,5.9
Edith Frost,It's a Game,Folk/Country / Pop/R&B,Drag City,"January 15, 2006",Brian Howe,5.8
Rita Indiana,Mandinga Times,Rock,self-released,"September 19, 2020",Stefanie Fernández,7.8
Parts & Labor,Stay Afraid,Experimental / Rock,Jagjaguwar,"April 11, 2006",Joe Tangari,7.7
Turin Brakes,The Optimist LP,Rock,Astralwerks,"July 17, 2001",Dan Kilian,7.7
Lil Silva,Yesterday Is Heavy,Electronic / Rap,Nowhere Music,"July 22, 2022",Nathan Evans,7.3
Hour of 13,333,Not found,Earache,"August 9, 2012",Grayson Haver Currin,6.6
Mayday,I Know Your Troubles Been Long,Folk/Country,Bar/None,"June 23, 2003",Joe Tangari,7.3
Duke Dumont,Duality,Electronic,Astralwerks,"April 22, 2020",Noah Yoo,5.2
Doss,Doss EP,Electronic,Acéphale,"April 24, 2014",Renato Pagnani,7.2
Slayyyter,Troubled Paradise,Pop/R&B,Fader Label,"June 14, 2021",Ashley Bardhan,6.0
Julia Jacklin,Crushing,Rock,Polyvinyl,"February 27, 2019",Olivia Horn,7.7
Walls,Walls,Electronic,Kompakt,"June 11, 2010",Joe Colly,6.6
Rome Streetz,Razor’s Edge,Rap,Bad Influenyce / WAVEGODMUSIC,"August 6, 2021",Dylan Green,7.1
Karate,Unsolved,Rock,Southern,"October 24, 2000",Camilo Arturo Leslie,7.9
SAINt JHN,Collection 1,Rap,Godd ComplexX,"March 30, 2018",Briana Younger,6.9
Colin Stetson,Sorrow - A Reimagining of Gorecki's 3rd Symphony,Experimental,52Hz,"April 15, 2016",Jayson Greene,7.8
Gene Estribou,Intensifications,Not found,MEA,"September 14, 2004",Nick Sylvester,7.5
Boygenius,The Rest EP,Rock,Interscope,"October 13, 2023",Olivia Horn,7.5
No artist found,Kitsuné Maison 8,Not found,Kitsuné,"January 4, 2010",Brian Howe,7.0
Tim Buckley,"Lady, Give Me Your Key: The Unissued 1967 Solo Acoustic Sessions",Rock,Light in the Attic,"November 9, 2016",Andy Beta,6.3
The Goon Sax,We’re Not Talking,Rock,Wichita,"September 18, 2018",Nina Corcoran,7.2
Babehoven,"Nastavi, Calliope",Rock,self-released,"July 12, 2021",Max Freedman,7.0
No artist found,The Hamilton Mixtape,Not found,Atlantic,"December 10, 2016",Jayson Greene,4.8
Micachu and the Shapes,Chopped & Screwed,Electronic / Pop/R&B,Rough Trade,"April 1, 2011",Joshua Love,6.3
Los Straitjackets,Sing along with Los Straitjackets,Rock,Yep Roc / Cavalcade,"October 18, 2001",Dominique Leone,7.2
Bright Eyes,Every Day and Every Night EP,Rock,Saddle Creek,"November 1, 1999",No reviewer found,7.2
Metallica,...And Justice for All,Metal,Blackened,"November 3, 2018",Sean T. Collins,9.3
Good Shoes,"No Hope, No Future",Rock,Brille,"January 29, 2010",Marc Hogan,5.8
Prurient,Arrowhead,Experimental,Editions Mego,"November 19, 2008",Grayson Haver Currin,8.8
E-40,Connected and Respected,Rap,Heavy on the Grind,"April 14, 2018",Torii MacAdams,6.7
Scott Walker,5 Easy Pieces,Rock,Interscope,"January 12, 2004",Scott Plagenhoef,9.5
Shy Child,Liquid Love,Electronic / Rock,Wall of Sound,"May 7, 2010",Tim Finney,7.0
Sparrow,The Early Years,Rock,Absolutely Kosher,"January 22, 2006",Adam Moerder,7.1
DJ Roc,Practice What U Preach,Electronic,Duck N' Cover,"July 27, 2015",Meaghan Garvey,7.5
The Gaslamp Killer,Death Gate EP,Rap,Brainfeeder,"October 20, 2010",Tal Rosenberg,7.5
David Toop,Entities Inertias Faint Beings,Experimental,Room40,"July 1, 2016",Philip Sherburne,7.5
Basement Jaxx,Rooty,Electronic,Astralwerks,"September 18, 2001",No reviewer found,3.8
Roc Marciano,RR2: The Bitter Dose,Rap,Marci Enterprises,"March 7, 2018",Phillip Mlynar,8.0
Son Volt,American Central Dust,Rock,Rounder,"July 6, 2009",Stephen M. Deusner,3.7
OK Go,Oh No,Electronic / Rock,Capitol,"September 13, 2005",Adam Moerder,2.2
An Horse,Rearrange Beds,Rock,Mom+Pop,"March 27, 2009",Matthew Solarski,6.7
Alexis Taylor,Rubbed Out,Electronic,Treader,"November 21, 2008",Brian Howe,6.7
Kanye West,808s & Heartbreak,Rap,Def Jam / Roc-A-Fella,"December 2, 2008",Scott Plagenhoef,7.6
MIKE,Faith Is a Rock,Rap,ALC,"September 28, 2023",Matthew Ritchie,7.6
The Cure,Disintegration [Deluxe Edition],Rock,Rhino,"June 10, 2010",Nitsuh Abebe,10
Coldplay,Music of the Spheres,Rock,Atlantic,"October 14, 2021",Ryan Dombal,5.1
Minor Science,Second Language,Not found,Whities,"April 6, 2020",Philip Sherburne,7.6
Hooded Fang,Venus on Edge,Rock,Daps,"May 16, 2016",Stuart Berman,7.3
No artist found,No album name found,Metal,Not found,"November 21, 2005",Cory D. Byrom,7.1
Belle and Sebastian,The Third Eye Centre,Rock,Matador,"August 28, 2013",Stuart Berman,7.2
Young Widows,Easy Pain,Metal,Temporary Residence Ltd.,"May 15, 2014",Grayson Haver Currin,7.9
Laetitia Sadier,The Trip,Experimental / Rock,Drag City,"September 27, 2010",No reviewer found,8.2
Doveman,The Acrobat,Rock,Swim Slowly,"July 13, 2005",No reviewer found,8.0
Metric,Grow Up and Blow Away,Rock,Last Gang,"July 3, 2007",Brian Howe,7.6
Blondie,Greatest Hits: Sound and Vision,Rock,EMI,"March 9, 2006",Jess Harvell,8.0
Dolo Percussion,DOLO 4,Experimental,Future Times,"May 11, 2019",Philip Sherburne,7.3
Southeast Engine,Canary,Rock,Misra,"April 21, 2011",David Bevan,7.3
Tokyo Police Club,Elephant Shell,Electronic / Rock,Saddle Creek,"April 23, 2008",Adam Moerder,6.3
Liturgy,93696,Metal,Thrill Jockey,"March 27, 2023",Sam Goldner,8.0
JPEGMAFIA,LP!,Rap,EQT / Republic,"October 28, 2021",Dylan Green,7.3
Napalm Death,Scum: 20th Anniversary Edition,Metal,Earache,"September 6, 2007",Brandon Stosuy,8.4
Sleigh Bells,Treats,Pop/R&B,N.E.E.T. / Mom+Pop,"May 14, 2010",Mark Richardson,8.7
Hair Police,Drawn Dead,Experimental / Rock,Hanson,"September 1, 2005",Matthew Murphy,7.7
Ssion,Bent,Rock,self-released,"July 29, 2011",Eric Grandy,6.8
Florry,The Holey Bible,Folk/Country,Dear Life,"August 7, 2023",Abby Jones,7.6
Girl Unit,Song Feel,Electronic / Rap,Night Slugs,"April 16, 2019",Harley Brown,6.3
Soulwax,Belgica Original Soundtrack,Electronic,Play It Again Sam,"March 4, 2016",Nathan Reese,6.2
Loose Fur,Born Again in the USA,Not found,Drag City,"March 21, 2006",Ryan Dombal,7.3
Jane’s Addiction,Strays,Rock,Capitol,"July 22, 2003",Chris Dahlen,5.8
Gene the Southern Child,Southern Meridian,Not found,Williams Street,"July 28, 2014",Jonah Bromwich,7.0
Carly Rae Jepsen,Dedicated Side B,Pop/R&B,Interscope,"May 29, 2020",Cat Zhang,6.9
Container,LP,Experimental,Spectrum Spools,"December 10, 2012",Andrew Gaerig,7.4
Macintosh Plus,Floral Shoppe,Electronic / Experimental,Beer On The Rug,"April 21, 2019",Miles Bowe,8.8
The Gaslight Anthem,Handwritten,Rock,Mercury,"July 26, 2012",Stephen M. Deusner,5.7
First Aid Kit,Stay Gold,Folk/Country,Columbia,"June 12, 2014",Stephen M. Deusner,7.3
Jeff Goldblum,The Capitol Studio Sessions,Jazz,Decca,"December 15, 2018",Zach Schonfeld,6.3
yeule,Glitch Princess,Pop/R&B,Bayonet,"February 15, 2022",Colin Lodewick,8.3
Robyn Hitchcock & the Venus 3,Olé! Tarantula,Rock,Yep Roc,"October 10, 2006",Joe Tangari,7.6
The Who,BBC Sessions,Rock,MCA,"February 15, 2000",Chip Chanko,8.4
Mind Spiders,Mind Spiders,Electronic / Rock,Dirtnap,"March 1, 2011",Zach Kelly,7.5
Boosie Badazz,Touch Down 2 Cause Hell,Rap,Atlantic / Trill Entertainment,"June 12, 2015",Ernest Wilkins,7.4
SOPHIE,Oil of Every Pearl’s Un-Insides,Electronic,Transgressive,"June 15, 2018",Sasha Geffen,8.6
Key!,I Love You Say It Back,Rap,Hello!,"June 17, 2020",Dani Blum,7.4
Bernice,Eau de Bonjourno,Pop/R&B,Telephone Explosion / figureight,"March 10, 2021",Allison Hussey,7.6
The Game,Drillmatic Heart vs. Mind,Rap,100 Entertainment,"August 18, 2022",Matthew Ismael Ruiz,5.7
Bob Mould,Patch the Sky,Rock,Merge,"April 5, 2016",T. Cole Rachel,7.0
Phthalocyanine,Zacks,Electronic,Phthalo,"October 25, 2001",Paul Cooper,8.3
Vijay Iyer,Solo,Jazz,ACT Music + Vision,"October 6, 2010",Joe Tangari,7.7
Kìzis,Tidibàbide / Turn,Experimental,Tin Angel,"March 2, 2021",Jemima Skala,6.8
Kuniyuki Takahashi,Early Tape Works (1986-1993) Vol.1,Electronic,Music From Memory,"February 7, 2018",Robert Ham,6.9
Silje Nes,Opticks,Pop/R&B,FatCat,"November 2, 2010",Matthew Perpetua,7.3
Ada Rook,Rookie’s Bustle,Electronic / Experimental / Metal,self-released,"March 31, 2023",Natalie Marlin,7.1
Margaret Glaspy,Echo the Diamond,Rock,ATO,"August 23, 2023",Marc Hogan,7.7
School of Seven Bells,SVIIB,Rock,Vagrant,"February 9, 2016",Katherine St. Asaph,8.1
Chester Watson,Summer Mirage EP,Rap,self-released,"July 13, 2015",Matthew Strauss,7.0
The (International) Noise Conspiracy,"A New Morning, Changing Weather",Rock,Epitaph / Burning Heart,"February 27, 2002",No reviewer found,3.5
Larry June,The Night Shift,Rap,The Freeminded,"November 28, 2023",Dylan Green,7.0
Deer Tick,War Elephant,Rock,Feow,"October 24, 2007",Andrew Gaerig,5.8
Parquet Courts,Live at Third Man Records,Rock,Third Man,"February 27, 2015",Stuart Berman,7.5
The Busy Signals,The Busy Signals,Rock,Dirtnap,"February 12, 2008",Jason Crock,7.7
BUMPER,pop songs 2020 EP,Pop/R&B,self-released,"September 11, 2020",Quinn Moreland,7.5
A$AP Mob,Cozy Tapes Vol. 2: Too Cozy,Rap,A$AP Worldwide / Polo Grounds Music / RCA,"August 31, 2017",Mehan Jayasuriya,6.0
The Killers,Direct Hits,Rock,Island,"November 21, 2013",Ian Cohen,6.4
No artist found,No album name found,Rock,Not found,"April 2, 2009",Chris Dahlen,7.7
Jonah Yano,Portrait of a Dog,Electronic,Innovative Leisure,"February 3, 2023",Matthew Ritchie,7.3
YOB,Clearing the Path to Ascend,Metal,Neurot,"September 4, 2014",Zoe Camp,8.2
Shigeto,No Better Time Than Now,Electronic,Ghostly International,"August 28, 2013",Jonah Bromwich,6.4
Peeping Tom,Peeping Tom,Metal / Rock,Ipecac,"September 13, 2006",David Raposa,6.2
dvsn,Cheers to the Best Memories,Pop/R&B / Rap,OVO Sound,"August 25, 2021",Dani Blum,5.9
Bad Brains,Banned in D.C.: Bad Brains Greatest Riffs,Rock,Caroline,"September 4, 2003",Eric Carr,9.1
