artist_name,album_name,genre,label,review_date,reviewer,score
The Russian Futurists,Me Myself and Rye,Rock,V2 / Memphis Industries,"June 6, 2006",Marc Hogan,8.1
Fever Ray,Live at Troxy,Electronic,Mute / Rabid,"August 7, 2019",Sasha Geffen,7.5
Odawas,The Blue Depths,Not found,Jagjaguwar,"February 26, 2009",Matthew Murphy,7.7
Jurassic 5,Feedback,Rap,Interscope,"July 28, 2006",Tom Breihan,4.1
Svarte Greiner,Penpals Forever (and Ever),Electronic,Digitalis,"November 4, 2010",Brian Howe,7.4
John Cale,Black Acetate,Rock,Astralwerks,"January 22, 2006",Matthew Murphy,4.4
Skeletons,Money,Jazz / Pop/R&B,Tomlab,"March 24, 2009",Andrew Gaerig,5.9
Dean Wareham,Emancipated Hearts EP,Pop/R&B,Sonic Cathedral,"October 14, 2013",Jeremy D. Larson,7.8
Coldplay,Mylo Xyloto,Rock,Parlophone,"October 26, 2011",Ian Cohen,7.0
Interpol,The Other Side of Make-Believe,Rock,Matador,"July 19, 2022",Ian Cohen,6.2
Old Time Relijun,2012,Experimental / Rock,K,"September 21, 2005",Jason Crock,7.7
Neil Young,Le Noise,Rock,Reprise,"October 1, 2010",Joshua Klein,7.6
Strategy,Music for Lamping,Electronic / Experimental,Audio Dregs,"April 10, 2008",No reviewer found,7.5
TOKiMONSTA,Lune Rouge,Electronic,Young Art,"October 17, 2017",Thea Ballard,6.8
Big Baby Scumbag,Big Baby Earnhardt,Rap,self-released,"January 28, 2020",Nadine Smith,7.1
Medhane,"Ba Suba, Ak Jamm EP",Rap,Grand Closing,"August 6, 2018",Dean Van Nguyen,7.3
YNW Melly,Melly vs. Melvin,Rap,300 Entertainment,"December 10, 2019",Evan Rytlewski,4.8
Future,FUTURE,Rap,Epic / A1 / Freebandz,"February 23, 2017",Sheldon Pearce,7.3
Jim O’Rourke,Bad Timing,Experimental,Drag City,"February 12, 2017",Mark Richardson,9.1
Rainbow Arabia,Kabukimono,Pop/R&B,Manimal Vinyl,"August 4, 2009",Zach Kelly,6.6
Sevdaliza,Shabrang,Pop/R&B,Twisted Elegance,"August 28, 2020",Colin Lodewick,7.8
Discovery,LP,Rock,XL,"July 9, 2009",Scott Plagenhoef,6.8
Auscultation,III,Electronic,100% Silk,"May 13, 2020",Philip Sherburne,8.0
Alaska in Winter,Holiday,Electronic,Milan,"December 8, 2008",Brian Howe,7.8
Bruce Springsteen,The Ties That Bind: The River Collection,Rock,Columbia,"December 7, 2015",Stephen Thomas Erlewine,8.7
13 & God,Own Your Ghost,Experimental / Rap,Anticon / Alien Transistor,"May 17, 2011",Brian Howe,6.0
No artist found,Score! Twenty Years of Merge Records: The Covers,Not found,Merge,"April 9, 2009",Stephen M. Deusner,6.4
No artist found,The Man With the Iron Fists OST,Not found,Stax / Red / Soul Temple,"November 8, 2012",Ian Cohen,7.4
Speedy Ortiz,Real Hair EP,Rock,Carpark,"February 12, 2014",Paul Thompson,7.6
Dragged Into Sunlight,Widowmaker,Not found,Prosthetic,"December 3, 2012",Grayson Haver Currin,6.2
Richard and Linda Thompson,Hard Luck Stories (1972-1982),Rock,UMC / Universal,"September 17, 2020",Stephen Thomas Erlewine,8.4
Bonnie “Prince” Billy,Superwolf,Folk/Country / Rock,Drag City,"January 31, 2005",Amanda Petrusich,8.4
Applescal,A Mishmash of Changing Moods,Electronic,Traum Schallplatten,"April 30, 2010",Brian Howe,6.8
PAWS,Cokefloat!,Not found,FatCat,"October 10, 2012",Ian Cohen,7.1
The Spinto Band,Nice and Nicely Done,Rock,Bar/None,"August 24, 2005",Marc Hogan,7.3
GoldLink,At What Cost,Rap,Squaaash Club / RCA,"April 11, 2017",Mehan Jayasuriya,7.5
Twin Atlas,Kitchen U.S.A.,Rock,Tappersize,"February 24, 2002",John Dark,7.3
2 Chainz,Dope Don’t Sell Itself,Rap,Def Jam,"February 4, 2022",Jackson Howard,6.4
Micachu and the Shapes,Good Sad Happy Bad,Electronic / Pop/R&B,Rough Trade,"September 24, 2015",Hazel Cills,6.9
No artist found,songs from wonder.land,Not found,Parlophone,"May 7, 2016",Katherine St. Asaph,5.0
Run the Jewels,RTJ4,Rap,Jewel Runners / BMG,"June 5, 2020",Sheldon Pearce,8.3
Pandr Eyez,Eyes on You EP,Pop/R&B,Cascine,"November 1, 2011",Hari Ashurst,7.9
Låpsley,Long Way Home,Pop/R&B,XL,"March 11, 2016",Ivy Nelson,6.6
Twerps,Range Anxiety,Rock,Merge,"January 28, 2015",Ian Cohen,7.5
No artist found,BC35: The 35 Year Anniversary of BC Studio,Not found,Bronson,"April 20, 2018",Dale W Eisinger,7.3
No artist found,Run the Road Volume 2,Not found,679,"November 15, 2005",Ryan Dombal,6.5
AC/DC,Back in Black,Rock,Leidseplein Presse B.V.,"June 16, 2019",Steve Kandell,8.8
Joy Division,Refractured,Rock,Alchemy,"January 22, 2004",Eric Carr,5.8
Oxbow,The Narcotic Story,Metal,Hydra Head,"June 21, 2007",Brian Howe,7.4
The Octopus Project,One Ten Hundred Thousand Million,Electronic / Experimental / Rock,Peek-A-Boo,"February 24, 2005",Adam Moerder,7.3
Primal Scream,More Light,Rock,First International,"May 8, 2013",Stuart Berman,7.7
Upset,She's Gone,Not found,Don Giovanni,"October 29, 2013",Devon Maloney,7.2
DJ Koze,All People Is My Friends,Electronic,Kompakt,"February 26, 2004",Scott Plagenhoef,6.6
Gunna,WUNNA,Rap,Young Stoner Life / 300 Entertainment,"May 28, 2020",Alphonse Pierre,7.2
Asma Maroof,The Sport of Love,Electronic / Experimental / Jazz,Pan,"June 2, 2023",Daniel Bromfield,6.8
No artist found,No album name found,Rock,Not found,"June 30, 2004",Stephen M. Deusner,7.0
Damien Jurado,Ghost of David,Rock,Sub Pop,"September 19, 2000",Rich Juzwiak,8.2
The Soft Moon,Total Decay EP,Rock,Captured Tracks,"October 31, 2011",Larry Fitzmaurice,7.8
Billow Observatory,Billow Observatory,Not found,Felte,"January 7, 2013",Brian Howe,6.0
Philip Jeck,4 Parabolic Mixes,Experimental / Electronic / Rock,Sub Rosa,"September 8, 2003",Mark Richardson,7.3
Redshape,The Dance Paradox,Electronic,Delsin,"January 6, 2010",Philip Sherburne,7.3
Electric Light Orchestra,All Over the World: The Very Best of Electric Light Orchestra,Rock,Epic,"August 7, 2005",Rob  Mitchum,7.7
Mouse on Mars,WOW,Electronic,Monkeytown,"November 6, 2012",Larry Fitzmaurice,7.0
Move D,Fabric 74,Electronic,Fabric,"March 14, 2014",Larry Fitzmaurice,8.0
Ratatat,Ratatat,Electronic,XL,"April 27, 2004",No reviewer found,8.4
The Velvet Underground,The Velvet Underground – 45th Anniversary Super Deluxe Edition,Rock,Interscope / Polydor,"November 24, 2014",Stuart Berman,10
Arnold Dreyblatt,Duo Geloso,Experimental,Black Truffle,"August 25, 2022",Jane Bua,7.8
Pieces of Peace,Pieces of Peace,Pop/R&B,Scarab,"October 9, 2007",Nate Patrin,7.3
Wolf Eyes,Slicer,Experimental,Hanson,"July 6, 2003",Brandon Stosuy,8.3
Lou Reed,Animal Serenade,Rock,Warner Bros.,"July 14, 2004",No reviewer found,6.5
No artist found,Nothing Left to Lose: A Tribute to Kris Kristofferson,Not found,Incidental,"December 1, 2002",William Bowers,7.6
Jme,Grime MC,Rap,Boy Better Know,"December 13, 2019",Matthew Ismael Ruiz,8.0
Autechre,Move of Ten,Electronic,Warp,"July 15, 2010",Mark Richardson,7.6
The Botticellis,Old Home Movies,Rock,Antenna Farm,"July 9, 2008",Scott Plagenhoef,7.0
No artist found,BIS: 001-020,Not found,Beats in Space,"April 20, 2016",Andrew Gaerig,6.8
Black Mold,Snow Blindness Is Crystal Antz,Electronic,Flemish Eye,"August 14, 2009",Joe Tangari,6.1
Jayda G,Significant Changes,Electronic,Ninja Tune,"March 25, 2019",Max Mertens,7.9
Fluke,Progressive History X,Electronic,Astralwerks,"September 23, 2001",No reviewer found,2.0
MS MR,Secondhand Rapture,Electronic,Columbia,"May 22, 2013",Laura Snapes,6.0
Heterotic,Weird Drift,Not found,Planet Mu,"April 23, 2014",Miles Raymer,6.8
Wrath of the Weak,Alogon,Not found,Profound Lore,"March 25, 2008",No reviewer found,7.5
Bike For Three!,More Heart Than Brains,Rap,Anticon,"April 28, 2009",Pitchfork,7.5
Elephant Man,Monsters of Dancehall: The Energy God,Global,Greensleeves,"February 21, 2007",Dave Stelfox,6.8
Au Pairs,Playing With a Different Sex,Rock,Human,"December 17, 2023",Sophie Kemp,9.3
The Fall,Re-Mit,Rock,Cherry Red,"May 16, 2013",Stuart Berman,6.8
Kele Okereke,Fatherland,Rock,BMG,"October 9, 2017",Stacey Anderson,6.5
Bert Jansch,The Black Swan,Folk/Country,Drag City,"October 25, 2006",Grayson Haver Currin,7.9
Nation of Language,A Way Forward,Rock,PIAS,"November 17, 2021",Austin Brown,7.0
Ka Baird,Respires,Experimental,Rvng Intl.,"October 31, 2019",Philip Sherburne,7.8
Wilco,Ode to Joy,Rock,dBpm,"October 8, 2019",Jason P. Woodbury,7.8
NYMPH,NYMPH,Rock,Social Registry,"October 25, 2010",Zach Kelly,6.7
Kamaal Williams,The Return,Jazz,Black Focus,"May 25, 2018",Dean Van Nguyen,8.0
Andy Partridge,"Fuzzy Warbles, Vol. 1 & 2",Pop/R&B,Ape,"January 6, 2003",Dominique Leone,7.4
Antarctica Takes It!,Constellations,Rock,self-released,"July 29, 2010",Marc Hogan,5.8
Kelela,Hallucinogen EP,Pop/R&B,Warp / Cherry Coffee,"October 7, 2015",Anupa Mistry,8.3
Ad Astra Per Aspera,Catapult Calypso,Rock,Sonic Unyon,"November 9, 2006",Cory D. Byrom,6.7
Adam Franklin,Bolts of Melody,Rock,Hi-Speed Soul,"September 28, 2007",David Raposa,5.8
No artist found,No album name found,Not found,Not found,"March 1, 2005",Nick Sylvester,7.0
Future,F.B.G.,Rap,Epic / Free Bandz,"January 25, 2013",Jayson Greene,7.6
Nao,Saturn,Pop/R&B,Little Tokyo,"October 31, 2018",Eric Torres,7.7
Young M.A,Off the Yak,Rap,M.A. Music / 3D,"May 28, 2021",Eric Diep,6.9
Babehoven,Sunk EP,Rock,Double Double Whammy,"March 9, 2022",Holden Seidlitz,7.3
Witchcraft,Nucleus,Metal,Nuclear Blast,"January 13, 2016",Zoe Camp,5.5
MMM,On the Edge,Electronic,self-released,"November 16, 2021",Philip Sherburne,7.4
Mobb Deep,Black Cocaine EP,Rap,Infamous,"January 11, 2012",Ian Cohen,5.4
Zola Jesus,The Spoils,Electronic,Sacred Bones,"September 30, 2009",Jason Crock,7.6
Exhaust,Enregistraur,Rock,Constellation,"October 14, 2002",Chris Dahlen,4.4
Baths,Pop Music / False B​-​Sides II,Electronic,self-released,"June 2, 2020",Ian Cohen,7.0
No artist found,"Night Slugs Allstars, Volume 1",Not found,Night Slugs,"December 10, 2010",Mike Powell,8.1
Boz Scaggs,Silk Degrees,Rock,Columbia,"November 14, 2021",Sam Sodomsky,8.8
Doug Paisley,Strong Feelings,Folk/Country,No Quarter,"January 21, 2014",Steven Hyden,7.5
Virginia Wing,Ecstatic Arrow,Pop/R&B,Fire,"June 19, 2018",Laura Snapes,7.8
Ssion,Fool's Gold,Rock,self-released,"March 12, 2008",Eric Harvey,7.6
Sinden,FabricLive 43,Electronic / Rap,Fabric,"March 8, 2009",Jess Harvell,6.0
The Long Winters,The Worst You Can Do Is Harm,Rock,Barsuk,"March 25, 2002",Rob  Mitchum,7.3
Lars Horntveth,Kaleidoscopic,Jazz,Smalltown Supersound,"March 12, 2009",Brian Howe,7.7
Verbena,Into the Pink,Rock,Capitol,"July 27, 1999",No reviewer found,6.0
Prefuse 73,Extinguished: Outtakes,Electronic,Warp,"August 27, 2003",Jascha Hoffman,8.2
Papa M,Songs of Mac EP,Rock,Western Vinyl,"September 17, 2002",William Bowers,7.5
The Concretes,WYWH,Rock,Friendly Fire,"November 9, 2010",Matthew Perpetua,4.1
Thou,Magus,Metal,Sacred Bones,"September 8, 2018",Dale W Eisinger,7.8
Joey Bada$$,B4.DA.$$,Rap,Cinematic / Pro Era,"February 3, 2015",Nate Patrin,7.0
Echoboy,Volume One,Electronic / Pop/R&B,Mute,"May 9, 2000",Paul Cooper,8.2
Ari Lennox,age/sex/location,Pop/R&B,Dreamville / Interscope,"September 15, 2022",DeAsia Paige,7.7
Tar Of,Confidence Freaks Me Out,Rock / Experimental,Sound as Language,"December 4, 2023",Annie Howard,7.1
The Thrills,Teenager,Rock,Virgin,"November 26, 2007",Amanda Petrusich,6.9
Black Forest/Black Sea,Black Forest/Black Sea,Electronic / Rock,Last Visible Dog,"October 5, 2003",Brandon Stosuy,7.9
Pet Shop Boys,Hotspot,Electronic,x2,"January 30, 2020",Alfred Soto,6.1
Bryan Ferry,Mamouna (Deluxe),Electronic / Rock,BMG,"November 29, 2023",Alfred Soto,8.0
ericdoa,COA,Pop/R&B,DOA,"November 16, 2020",Mano Sundaresan,6.8
No artist found,No album name found,Experimental,Not found,"March 27, 2017",Colin Joyce,7.5
American Music Club,Love Songs for Patriots,Rock,Merge,"October 10, 2004",Brian Howe,8.0
babybaby_explores,"Food Near Me, Weather Tomorrow",Rock,No Gold,"March 7, 2023",Zach Schonfeld,7.0
Blaqstarr,Divine EP,Not found,Interscope / N.E.E.T.,"February 9, 2011",Brandon Soderberg,6.8
The Black Swans,Occasion For Song,Rock,Misra,"August 21, 2012",Stephen M. Deusner,7.6
Momus,Ocky Milk,Rock,American Patchwork / Analog Baroque,"March 16, 2007",Matt LeMay,6.0
Skrillex,Recess,Electronic,Atlantic / Big Beat / Owsla,"March 21, 2014",Nate Patrin,5.7
Robert Lippok,Robot,Electronic,Western Vinyl,"December 4, 2006",Mark Richardson,4.9
Animal Collective,Painting With,Experimental,Domino,"February 16, 2016",Mike Powell,6.2
Kodak Black,Heart Break Kodak,Rap,Atlantic,"February 22, 2018",Briana Younger,5.0
SBTRKT,Step in Shadows,Electronic / Rock,Young Turks,"February 7, 2011",Mike Powell,6.0
Isolée,Western Store,Electronic,Playhouse,"February 19, 2006",Philip Sherburne,8.2
Jurassic 5,Power in Numbers,Rap,Interscope,"October 13, 2002",No reviewer found,7.1
The Mountain Goats,The Life of the World to Come,Rock,4AD,"October 14, 2009",Mike Powell,8.4
Pharoah Sanders,Pharoah,Jazz,Luaka Bop,"September 16, 2023",Mark Richardson,8.9
BIG|BRAVE,Ardor,Metal,Southern Lord,"September 14, 2017",Louis Pattison,7.6
Vince Staples,Stolen Youth,Rap,Blacksmith / A.G.,"May 12, 2019",Stephen Kearse,7.6
Godflesh,Decline and Fall EP,Metal,Avalanche,"July 2, 2014",Zoe Camp,7.9
Cristian Vogel,The Assistenz,Electronic,Shitkatapult,"September 14, 2016",Philip Sherburne,7.4
No artist found,No album name found,Pop/R&B,Not found,"May 26, 2018",Ernest Wilkins,4.2
No artist found,DJ Premier Presents Year Round Records: Get Used to Us,Not found,Year Round,"January 27, 2011",Tom Breihan,5.5
Seven Davis Jr.,Universes,Electronic,Ninja Tune,"July 16, 2015",Philip Sherburne,7.6
Turnover,Altogether,Rock,Run for Cover,"November 4, 2019",Abby Jones,5.4
Muse,Will of the People,Rock,Warner,"August 31, 2022",Sasha Geffen,3.7
By the End of Tonight,Tribute to Tigers,Not found,Temporary Residence Ltd.,"March 10, 2005",No reviewer found,5.7
Gilles Peterson,Gilles Peterson in Africa,Electronic / Jazz,Ether,"May 30, 2005",Joe Tangari,7.0
AceMo,Existential,Electronic,self-released,"January 13, 2020",Colin Joyce,7.3
Pet Symmetry,Vision,Rock,Polyvinyl,"June 5, 2017",Evan Rytlewski,6.8
Eulogies,Here Anonymous,Rock,Dangerbird,"June 2, 2009",Eric Harvey,6.3
Les Savy Fav,3/5,Rock,Self-Starter Foundation,"August 2, 2006",Chip Chanko,7.6
Yamantaka // Sonic Titan,UZU,Experimental / Rock,Suicide Squeeze / Paper Bag,"November 14, 2013",Joe Tangari,7.8
Make a Rising,Rip Through the Hawk Black Night,Rock,High Two,"October 25, 2005",Chris Dahlen,7.9
Warehouse,super low,Rock,Bayonet,"October 17, 2016",Quinn Moreland,7.4
Yung Lean,Poison Ivy,Rap,Year0001,"November 12, 2018",Calum Marsh,4.9
Jlin,Embryo EP,Electronic,Planet Mu,"December 10, 2021",Jayson Greene,7.4
Seaworthy,The Ride,Electronic / Rock,Jetset,"January 27, 2002",Christopher Dare,8.1
She & Him,Volume One,Rock,Merge,"March 10, 2008",Grayson Haver Currin,7.4
Re-Up Gang,"We Got It for Cheap, Vol. 3",Pop/R&B / Rap,Re-Up,"February 13, 2008",Ryan Dombal,7.6
CocoRosie,Put the Shine On,Folk/Country / Pop/R&B,Marathon Artists,"March 18, 2020",Sasha Geffen,5.1
Starflyer 59,Fell in Love at 22 EP,Rock,Tooth and Nail,"February 23, 1999",Ryan Schreiber,8.5
Bad Bunny,X 100pre,Rap / Pop/R&B,Rimas,"January 3, 2019",Matthew Ismael Ruiz,8.2
Theo Parrish,Sound Sculptures Volume 1,Electronic,Sound Signature,"November 18, 2008",Andy Battaglia,8.6
No artist found,Amplify 2002,Not found,Erstwhile,"February 1, 2004",Dominique Leone,8.7
Vince Guaraldi,A Charlie Brown Christmas,Jazz,Fantasy,"December 13, 2006",Dominique Leone,8.3
Pole,Steingarten,Electronic,~scape,"March 15, 2007",Philip Sherburne,8.5
H.C. McEntire,Lionheart,Rock,Merge,"February 2, 2018",Jenn Pelly,8.0
Keiji Haino,A Loss Permitted...,Experimental / Rock,Thirty Three Thirty Three,"July 3, 2019",Daniel Martin-McCormick,6.9
Fleshwater,We’re Not Here to Be Loved,Rock / Metal,Closed Casket Activities,"November 16, 2022",Patrick Lyons,7.5
I Am X,Kiss and Swallow,Not found,!K7 / Recall,"August 15, 2004",Nick Sylvester,6.0
Pulp,The Peel Sessions,Rock,Island,"January 26, 2007",No reviewer found,8.4
Imaad Wasif,Imaad Wasif,Rock,Kill Rock Stars,"May 26, 2006",John Motley,6.5
A$AP Rocky,At.Long.Last.A$AP,Rap,A$AP Worldwide / Polo Grounds Music / RCA,"May 29, 2015",Meaghan Garvey,7.8
Nadja,Under the Jaguar Sun,Electronic / Metal / Rock,Beta-Lactam Ring,"October 14, 2010",Sam Hockley-Smith,6.8
Cass McCombs,WIT'S END,Folk/Country,Domino,"April 22, 2011",Ryan Dombal,8.4
dios (malos),dios (malos),Rock,StarTime,"November 17, 2005",Jason Crock,6.1
Flume,Skin Companion EP I,Electronic,Mom+Pop,"December 14, 2016",Nathan Reese,6.6
Zomes,Earth Grid,Experimental / Rock,Thrill Jockey,"May 3, 2011",Marc Masters,7.0
Tropic of Cancer,Stop Suffering EP,Rock,Blackest Ever Black,"November 2, 2015",JJ Skolnik,7.1
Peter Morén,The Last Tycoon,Rock,Wichita / Quarterstick,"April 9, 2008",Marc Hogan,5.4
The Frequency,The Frequency,Jazz / Pop/R&B / Rap,NFI,"November 18, 2004",Joe Tangari,6.9
Marie Davidson & L’Œil Nu,Renegade Breakdown,Pop/R&B,Ninja Tune,"September 25, 2020",Anna Gaca,7.2
Morrissey,World Peace Is None of Your Business,Rock,Capitol / Harvest,"July 14, 2014",Marc Hogan,5.9
Kurt Vile,b’lieve i’m goin down,Rock,Matador,"September 22, 2015",Mark Richardson,8.4
Smith Westerns,Soft Will,Rock,Mom+Pop,"June 12, 2013",Steven Hyden,7.9
P.O.S,Never Better,Rap,Rhymesayers,"February 4, 2009",Nate Patrin,7.0
No artist found,No album name found,Electronic,Not found,"October 16, 2014",Andy Beta,8.7
Patti Smith,Gung Ho,Rock,Arista,"March 21, 2000",No reviewer found,4.6
Friends of Dean Martinez,Atardecer,Rock,Knitting Factory,"March 23, 1999",No reviewer found,8.3
TOPS,Sugar at the Gate,Pop/R&B,Arbutus,"June 14, 2017",Kevin Lozano,7.4
Bruce Springsteen,Nebraska,Rock,Columbia,"March 18, 2018",Mark Richardson,10
Gregory Porter,Take Me to the Alley,Jazz,Blue Note / Decca,"May 11, 2016",Marcus J. Moore,6.7
Greys,Outer Heaven,Rock,Carpark / Buzz,"April 13, 2016",Stuart Berman,7.8
Battles,Juice B Crypts,Rock,Warp,"October 21, 2019",Grayson Haver Currin,6.1
The 1900s,Cold & Kind,Rock,Parasol,"April 3, 2008",Jessica Suarez,7.9
G-Side,iSLAND,Rap,Slow Motion Soundz,"November 21, 2011",Brandon Soderberg,7.9
Gasp,An Earwig's Guide to Traveling,Experimental / Metal,Capibara / Avant Garde Farm,"November 14, 2005",No reviewer found,7.4
The Get Up Kids,Red Letter Day EP,Rock,Doghouse,"July 20, 1999",Brent DiCrescenzo,5.1
Arca,Mutant,Experimental,Mute,"November 18, 2015",Mark Richardson,8.4
The Clean,Anthology,Rock,Merge,"April 10, 2003",Joe Tangari,8.5
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Harmlessness,Rock,Epitaph,"September 28, 2015",Evan Rytlewski,7.9
P. Adrix,Álbum Desconhecido,Electronic,Príncipe Discos,"March 7, 2018",Megan Buerger,7.4
Man Forever,Ryonen,Experimental,Thrill Jockey,"April 9, 2014",Marc Masters,6.8
100 gecs,1000 gecs,Experimental / Electronic,Dog Show,"July 27, 2019",Larry Fitzmaurice,7.4
Bettye LaVette,Interpretations: The British Rock Songbook,Folk/Country / Jazz / Pop/R&B,Anti-,"July 21, 2010",Nate Patrin,7.3
Jay Reatard,Singles 06-07,Rock,In the Red / Jay Reatard,"July 3, 2008",Jason Crock,8.1
Jessica Bailiff,At the Down-turned Jagged Rim of the Sky,Rock,Kranky,"November 12, 2012",Ned Raggett,7.5
Disq,Desperately Imagining Someplace Quiet,Rock,Saddle Creek,"October 11, 2022",Lizzie Manno,6.8
No artist found,Country Funk Volume II 1967-1974,Not found,Light in the Attic,"July 24, 2014",Stephen M. Deusner,7.6
Nux Vomica,Nux Vomica,Not found,Relapse,"April 3, 2014",Kim Kelly,8.0
World Standard,The Isle,Electronic,Staubgold,"April 25, 2004",Andy Beta,8.4
Mount Kimbie,Cold Spring Fault Less Youth,Electronic,Warp,"May 29, 2013",Andrew Gaerig,7.7
DāM-FunK,DJ-Kicks,Pop/R&B,!K7,"June 3, 2016",Miles Raymer,7.7
Psychic Ills,One Track Mind,Experimental / Rock,Sacred Bones,"February 19, 2013",Zach Kelly,6.0
No artist found,No album name found,Not found,Not found,Not found,No reviewer found,No score found
Spoon,Bonus Tracks 2008-2009,Rock,self-released,"December 8, 2010",Matthew Perpetua,6.3
Acid Mothers Temple,Does the Cosmic Shepherd Dream of Electric Tapirs?,Experimental / Rock,Spaceage,"October 14, 2004",Matthew Murphy,6.8
Portastatic,Be Still Please,Experimental / Rock,Merge,"October 20, 2006",David Raposa,7.6
The Delgados,The Complete BBC Peel Sessions,Rock,Chemikal Underground,"August 11, 2006",Stuart Berman,8.5
Cities Aviv,Come to Life,Experimental / Rap,Young One,"January 27, 2014",David Turner,7.3
John Glacier,SHILOH: Lost for Words,Rap / Electronic,PLZ Make It Ruins,"August 2, 2021",Will Pritchard,6.9
Gorky's Zygotic Mynci,Spanish Dance Troupe,Rock,Mantra / Beggars Banquet,"November 2, 1999",Brent DiCrescenzo,7.0
Paul Weller,Wake Up the Nation,Rock,Yep Roc,"May 10, 2010",Joshua Klein,7.7
Lali Puna,Our Inventions,Electronic / Rock,Morr,"April 1, 2010",Brian Howe,6.5
Mica Levi,Ruff Dog,Experimental,self-released,"January 8, 2021",Arielle Gordon,6.7
Times New Viking,Present the Paisley Reich,Experimental / Rock,Siltbreeze,"March 23, 2007",Jess Harvell,8.2
The Angels of Light,How I Loved You,Not found,Young God,"March 27, 2001",Rich Juzwiak,4.8
Amadou & Mariam,The Magic Couple,Global,Wrasse,"July 29, 2009",Joe Tangari,8.0
...And You Will Know Us by the Trail of Dead,Lost Songs,Rock,Richter Scale / Superball,"October 25, 2012",Stuart Berman,8.0
Mirel Wagner,Mirel Wagner,Rock,Friendly Fire,"March 26, 2012",Stephen M. Deusner,7.8
Regina,Soita Mulle,Rock,Friendly Fire,"September 19, 2011",Larry Fitzmaurice,7.0
Depeche Mode,Remixes 81-04,Electronic / Rock,Mute,"November 4, 2004",Marc Hogan,5.9
Yo La Tengo,Prisoners of Love,Rock,Matador,"March 28, 2005",David Raposa,8.2
No artist found,Hyperdub 10.2,Not found,Hyperdub,"July 21, 2014",Andrew Gaerig,6.7
